P2ACE,P1NETPOINTWON,P1BREAKPOINTWON,P1ACE,P1FIRSTSRVWON,P1FIRSTSRVIN,P2UNFERR,P1DOUBLEFAULT,P2NETPOINT,P1FORCEDERROR,P2BREAKPOINTMISSED,P2NETPOINTWON,P2DOUBLEFAULT,P2SECONDSRVIN,P2FIRSTSRVIN,P2SECONDSRVWON,P2WINNER,P2BREAKPOINTWON,P1SECONDSRVIN,P1WINNER,P2BREAKPOINT,P2FORCEDERROR,P1NETPOINT,P1BREAKPOINTMISSED,P1UNFERR,P2FIRSTSRVWON,P1BREAKPOINT,P1SECONDSRVWON,SURF_CODE,WINNER
3,15,3,5,0,0,12,0,24,0,3,18,0,0,0,0,25,0,0,40,3,0,20,11,20,0,11,0,2,Player1
10,17,1,18,0,0,30,2,44,0,17,32,6,0,0,0,60,3,0,43,17,0,30,3,17,0,3,0,2,Player2
21,29,0,5,0,0,12,6,35,0,10,24,2,0,0,0,42,3,0,40,10,0,42,0,26,0,0,0,2,Player2
17,11,0,5,0,0,13,4,17,0,6,13,3,0,0,0,45,3,0,29,6,0,17,4,13,0,4,0,2,Player2
11,28,5,8,0,0,29,1,67,0,5,45,3,0,0,0,48,2,0,60,5,0,36,16,28,0,16,0,2,Player1
36,10,2,11,0,0,43,2,36,0,13,23,5,0,0,0,79,4,0,45,13,0,16,8,30,0,8,0,2,Player1
6,8,0,5,0,0,14,6,15,0,9,11,1,0,0,0,31,3,0,28,9,0,12,3,24,0,3,0,2,Player2
8,25,6,7,0,0,23,6,20,0,3,12,2,0,0,0,28,2,0,31,3,0,28,12,22,0,12,0,2,Player1
4,15,4,19,0,0,13,5,22,0,1,14,2,0,0,0,23,0,0,54,1,0,23,12,18,0,12,0,2,Player1
4,9,5,15,0,0,28,2,9,0,0,5,2,0,0,0,20,0,0,26,0,0,12,11,9,0,11,0,2,Player1
10,9,1,7,0,0,10,4,11,0,8,9,1,0,0,0,34,6,0,29,8,0,15,6,23,0,6,0,2,Player2
13,25,2,6,0,0,24,3,42,0,11,30,2,0,0,0,53,3,0,32,11,0,32,7,24,0,7,0,2,Player2
12,18,6,5,0,0,37,1,17,0,10,11,2,0,0,0,44,2,0,32,10,0,27,15,11,0,15,0,2,Player1
11,15,2,11,0,0,36,4,23,0,0,13,11,0,0,0,34,0,0,36,0,0,17,10,14,0,10,0,2,Player1
11,9,0,4,0,0,17,3,17,0,21,11,4,0,0,0,39,5,0,17,21,0,11,4,12,0,4,0,2,Player2
8,17,4,3,0,0,29,2,66,0,15,41,3,0,0,0,45,8,0,49,15,0,22,12,33,0,12,0,2,Player2
2,4,0,0,0,0,6,3,13,0,4,11,0,0,0,0,9,3,0,8,4,0,8,0,12,0,0,0,2,Player2
7,7,0,3,0,0,6,1,21,0,8,18,0,0,0,0,32,6,0,14,8,0,18,0,13,0,0,0,2,Player2
2,28,3,18,0,0,10,2,29,0,1,23,3,0,0,0,40,0,0,47,1,0,40,6,13,0,6,0,2,Player1
16,9,1,4,0,0,19,5,9,0,6,6,2,0,0,0,41,4,0,20,6,0,12,1,18,0,1,0,2,Player2
15,22,0,3,0,0,26,1,33,0,10,24,2,0,0,0,40,2,0,28,10,0,27,4,16,0,4,0,2,Player2
9,13,0,7,0,0,26,2,27,0,21,20,3,0,0,0,39,3,0,33,21,0,19,2,29,0,2,0,2,Player2
12,16,1,18,0,0,32,4,38,0,15,33,3,0,0,0,57,2,0,60,15,0,20,13,28,0,13,0,2,Player2
11,17,1,5,0,0,16,1,20,0,10,15,2,0,0,0,38,5,0,26,10,0,24,5,18,0,5,0,2,Player2
8,11,4,12,0,0,19,0,17,0,0,14,5,0,0,0,25,0,0,41,0,0,16,18,12,0,18,0,2,Player1
14,14,0,7,0,0,8,3,21,0,8,18,2,0,0,0,44,4,0,22,8,0,23,0,12,0,0,0,2,Player2
2,19,9,11,0,0,31,5,41,0,6,28,3,0,0,0,34,4,0,54,6,0,24,18,21,0,18,0,2,Player1
4,17,2,11,0,0,12,4,18,0,8,15,0,0,0,0,33,5,0,38,8,0,23,5,21,0,5,0,2,Player2
15,8,1,19,0,0,10,1,22,0,11,17,1,0,0,0,55,4,0,33,11,0,11,1,10,0,1,0,2,Player2
2,28,5,6,0,0,30,4,36,0,7,28,1,0,0,0,49,4,0,43,7,0,45,13,28,0,13,0,2,Player1
13,18,1,10,0,0,13,2,22,0,14,18,4,0,0,0,40,4,0,26,14,0,25,1,9,0,1,0,2,Player2
17,14,0,22,0,0,7,4,23,0,5,19,2,0,0,0,40,2,0,48,5,0,21,4,24,0,4,0,2,Player2
5,7,5,2,0,0,28,5,25,0,5,14,5,0,0,0,27,2,0,29,5,0,9,12,20,0,12,0,2,Player1
19,28,2,22,0,0,35,6,33,0,10,24,5,0,0,0,54,2,0,60,10,0,35,18,34,0,18,0,2,Player2
13,24,1,13,0,0,13,7,7,0,11,5,0,0,0,0,37,4,0,38,11,0,38,3,29,0,3,0,2,Player2
12,34,5,21,0,0,13,5,12,0,10,6,4,0,0,0,42,1,0,74,10,0,63,6,22,0,6,0,2,Player1
17,18,5,21,0,0,30,4,44,0,3,30,6,0,0,0,48,2,0,55,3,0,20,10,17,0,10,0,2,Player1
7,5,0,1,0,0,18,3,14,0,8,8,2,0,0,0,27,3,0,6,8,0,10,0,13,0,0,0,2,Player2
16,50,2,17,0,0,13,2,45,0,8,32,1,0,0,0,57,1,0,72,8,0,79,7,17,0,7,0,2,Player1
12,17,2,9,0,0,24,5,14,0,8,10,8,0,0,0,45,3,0,19,8,0,27,10,14,0,10,0,2,Player2
7,13,2,15,0,0,16,4,33,0,2,21,3,0,0,0,25,1,0,53,2,0,19,9,16,0,9,0,2,Player1
10,9,5,7,0,0,21,0,61,0,3,31,3,0,0,0,35,1,0,53,3,0,12,14,10,0,14,0,2,Player1
8,31,2,26,0,0,20,2,29,0,7,23,2,0,0,0,53,4,0,66,7,0,45,7,27,0,7,0,2,Player2
17,8,2,9,0,0,19,3,49,0,2,27,3,0,0,0,39,0,0,38,2,0,8,5,9,0,5,0,2,Player1
11,23,0,1,0,0,14,5,19,0,15,16,1,0,0,0,41,4,0,29,15,0,35,3,27,0,3,0,2,Player2
6,14,5,8,0,0,14,1,19,0,0,12,4,0,0,0,18,0,0,38,0,0,17,16,3,0,16,0,2,Player1
18,24,2,14,0,0,22,3,31,0,10,19,2,0,0,0,43,5,0,42,10,0,36,10,25,0,10,0,2,Player2
19,46,1,15,0,0,23,3,31,0,7,25,1,0,0,0,60,1,0,73,7,0,59,8,25,0,8,0,2,Player2
11,15,3,19,0,0,19,3,31,0,18,22,5,0,0,0,50,5,0,45,18,0,26,14,12,0,14,0,2,Player2
15,30,7,6,0,0,34,8,46,0,9,32,2,0,0,0,56,5,0,34,9,0,45,24,39,0,24,0,2,Player1
5,4,0,3,0,0,6,0,6,0,9,5,1,0,0,0,21,6,0,8,9,0,14,0,10,0,0,0,2,Player2
10,13,0,14,0,0,12,5,12,0,9,6,4,0,0,0,29,4,0,44,9,0,20,0,27,0,0,0,2,Player2
8,29,6,4,0,0,23,2,16,0,5,8,6,0,0,0,27,1,0,23,5,0,41,9,16,0,9,0,2,Player1
30,9,1,18,0,0,15,3,9,0,5,8,3,0,0,0,59,3,0,32,5,0,13,1,18,0,1,0,2,Player2
14,15,6,9,0,0,20,0,52,0,9,34,6,0,0,0,44,3,0,47,9,0,25,7,16,0,7,0,2,Player1
7,11,0,9,0,0,7,4,14,0,7,13,3,0,0,0,29,4,0,25,7,0,19,1,19,0,1,0,2,Player2
9,14,1,1,0,0,38,1,55,0,11,35,2,0,0,0,39,3,0,27,11,0,20,5,18,0,5,0,2,Player2
4,19,1,14,0,0,11,9,29,0,11,23,2,0,0,0,31,4,0,34,11,0,29,4,27,0,4,0,2,Player2
9,18,1,6,0,0,14,1,24,0,7,18,0,0,0,0,40,5,0,34,7,0,24,3,25,0,3,0,2,Player2
4,11,6,13,0,0,26,3,30,0,7,14,2,0,0,0,25,2,0,40,7,0,16,13,16,0,13,0,2,Player1
24,9,1,19,0,0,42,2,43,0,15,28,5,0,0,0,68,3,0,43,15,0,18,7,31,0,7,0,2,Player2
14,26,5,7,0,0,32,3,44,0,6,25,3,0,0,0,47,0,0,53,6,0,36,15,25,0,15,0,2,Player1
9,18,0,5,0,0,15,4,25,0,11,15,1,0,0,0,36,2,0,36,11,0,24,2,20,0,2,0,2,Player2
11,21,3,16,0,0,19,8,36,0,12,25,3,0,0,0,57,3,0,54,12,0,28,9,26,0,9,0,2,Player1
9,9,4,9,0,0,12,4,41,0,2,25,3,0,0,0,26,1,0,42,2,0,11,14,13,0,14,0,2,Player1
15,31,2,1,0,0,16,1,30,0,10,25,4,0,0,0,45,5,0,33,10,0,41,5,20,0,5,0,2,Player2
6,7,4,16,0,0,25,1,23,0,2,17,4,0,0,0,31,2,0,36,2,0,9,10,13,0,10,0,2,Player1
12,25,0,8,0,0,11,2,19,0,8,15,0,0,0,0,42,3,0,41,8,0,29,2,22,0,2,0,2,Player2
30,27,0,9,0,0,14,3,8,0,10,7,9,0,0,0,58,3,0,32,10,0,46,6,11,0,6,0,2,Player2
14,25,3,11,0,0,27,9,26,0,11,18,3,0,0,0,36,5,0,45,11,0,39,7,45,0,7,0,2,Player2
4,37,3,22,0,0,37,2,29,0,7,21,4,0,0,0,48,2,0,80,7,0,47,15,48,0,15,0,2,Player1
20,24,1,9,0,0,15,11,21,0,13,15,1,0,0,0,49,5,0,43,13,0,36,7,43,0,7,0,2,Player2
9,25,4,4,0,0,21,4,22,0,17,16,2,0,0,0,36,7,0,31,17,0,37,13,40,0,13,0,2,Player2
1,7,5,7,0,0,6,1,4,0,1,2,1,0,0,0,5,1,0,25,1,0,9,6,11,0,6,0,2,Player1
1,7,4,5,0,0,8,4,13,0,3,8,3,0,0,0,6,0,0,25,3,0,8,8,17,0,8,0,2,Player1
5,1,0,2,0,0,10,3,25,0,10,18,0,0,0,0,25,4,0,7,10,0,2,2,15,0,2,0,2,Player2
8,5,1,2,0,0,17,0,10,0,6,8,3,0,0,0,31,3,0,8,6,0,8,2,4,0,2,0,2,Player2
1,12,2,4,0,0,4,1,10,0,10,4,0,0,0,0,15,5,0,26,10,0,25,3,26,0,3,0,2,Player2
0,8,6,5,0,0,18,1,14,0,5,10,0,0,0,0,13,1,0,17,5,0,11,8,8,0,8,0,2,Player1
8,3,2,4,0,0,18,2,6,0,7,4,2,0,0,0,23,5,0,11,7,0,6,5,15,0,5,0,2,Player2
5,5,0,1,0,0,2,4,6,0,9,3,0,0,0,0,19,5,0,14,9,0,13,1,19,0,1,0,2,Player2
6,3,3,13,0,0,11,1,8,0,1,4,0,0,0,0,17,0,0,32,1,0,4,7,6,0,7,0,2,Player1
0,11,5,4,0,0,20,3,13,0,10,9,3,0,0,0,16,1,0,23,10,0,13,7,6,0,7,0,2,Player1
0,3,6,2,0,0,18,4,6,0,10,4,3,0,0,0,15,3,0,29,10,0,4,8,16,0,8,0,2,Player1
2,7,0,1,0,0,12,2,17,0,7,15,4,0,0,0,29,5,0,7,7,0,10,3,8,0,3,0,2,Player2
4,5,1,0,0,0,17,3,14,0,8,11,3,0,0,0,38,4,0,13,8,0,7,6,15,0,6,0,2,Player2
2,3,0,1,0,0,17,0,6,0,6,4,0,0,0,0,18,3,0,4,6,0,4,0,3,0,0,0,2,Player2
1,6,4,4,0,0,14,2,9,0,4,5,1,0,0,0,14,1,0,16,4,0,11,6,15,0,6,0,2,Player1
1,7,1,3,0,0,9,3,4,0,6,3,0,0,0,0,18,4,0,16,6,0,9,3,12,0,3,0,2,Player2
3,7,1,0,0,0,7,1,7,0,8,5,3,0,0,0,12,6,0,12,8,0,13,5,18,0,5,0,2,Player2
6,2,0,1,0,0,16,1,6,0,1,5,3,0,0,0,17,1,0,7,1,0,5,3,11,0,3,0,2,Player2
5,7,0,6,0,0,18,7,5,0,8,2,0,0,0,0,27,1,0,18,8,0,9,1,20,0,1,0,2,Player2
5,13,5,2,0,0,25,5,14,0,9,9,3,0,0,0,24,3,0,32,9,0,21,15,31,0,15,0,2,Player1
2,12,4,3,0,0,14,4,8,0,1,5,2,0,0,0,10,0,0,23,1,0,16,9,16,0,9,0,2,Player1
6,7,1,1,0,0,7,2,3,0,5,3,0,0,0,0,17,4,0,17,5,0,12,1,15,0,1,0,2,Player2
1,8,3,2,0,0,25,1,8,0,2,7,4,0,0,0,21,0,0,23,2,0,9,5,13,0,5,0,2,Player1
4,7,1,0,0,0,14,0,10,0,5,10,4,0,0,0,22,4,0,12,5,0,10,1,10,0,1,0,2,Player2
3,3,2,2,0,0,14,4,8,0,16,4,9,0,0,0,25,6,0,19,16,0,4,7,18,0,7,0,2,Player2
3,5,4,9,0,0,5,0,12,0,0,7,1,0,0,0,15,0,0,30,0,0,8,9,9,0,9,0,2,Player1
0,20,5,1,0,0,10,3,9,0,6,7,3,0,0,0,15,3,0,17,6,0,23,7,21,0,7,0,2,Player1
2,6,5,4,0,0,17,1,13,0,4,5,2,0,0,0,10,1,0,24,4,0,8,6,10,0,6,0,2,Player1
3,6,2,0,0,0,10,5,12,0,6,12,2,0,0,0,22,6,0,8,6,0,10,4,12,0,4,0,2,Player2
2,4,5,1,0,0,14,3,11,0,6,5,2,0,0,0,11,2,0,13,6,0,6,9,18,0,9,0,2,Player1
4,10,2,6,0,0,16,5,5,0,3,2,1,0,0,0,17,0,0,24,3,0,13,4,14,0,4,0,2,Player1
9,23,3,6,0,0,17,5,12,0,7,9,5,0,0,0,42,4,0,52,7,0,31,11,27,0,11,0,2,Player1
0,6,5,0,0,0,29,1,23,0,4,18,6,0,0,0,22,1,0,14,4,0,10,9,7,0,9,0,2,Player1
0,5,3,1,0,0,14,1,14,0,11,13,4,0,0,0,24,6,0,18,11,0,5,9,6,0,9,0,2,Player2
4,13,6,8,0,0,30,4,16,0,16,12,2,0,0,0,26,7,0,25,16,0,28,7,39,0,7,0,2,Player1
0,13,4,1,0,0,10,3,6,0,6,4,1,0,0,0,6,0,0,30,6,0,14,8,13,0,8,0,2,Player1
4,10,5,1,0,0,20,6,10,0,12,8,3,0,0,0,31,3,0,22,12,0,13,12,17,0,12,0,2,Player1
3,12,5,0,0,0,24,11,17,0,15,10,6,0,0,0,19,5,0,21,15,0,20,14,36,0,14,0,2,Player1
10,5,4,1,0,0,24,4,6,0,8,4,2,0,0,0,25,5,0,21,8,0,9,5,30,0,5,0,2,Player2
6,1,3,0,0,0,18,2,7,0,7,5,5,0,0,0,21,1,0,13,7,0,2,6,9,0,6,0,2,Player1
5,4,5,0,0,0,9,2,11,0,5,6,3,0,0,0,19,2,0,13,5,0,4,7,11,0,7,0,2,Player1
2,7,2,1,0,0,18,4,12,0,7,9,3,0,0,0,17,5,0,13,7,0,13,6,26,0,6,0,2,Player2
7,7,1,3,0,0,9,1,8,0,9,6,1,0,0,0,24,3,0,19,9,0,8,5,17,0,5,0,2,Player2
0,10,4,2,0,0,16,1,15,0,8,10,2,0,0,0,13,1,0,20,8,0,15,9,10,0,9,0,2,Player1
0,7,6,8,0,0,9,1,14,0,2,9,0,0,0,0,8,1,0,28,2,0,7,9,12,0,9,0,2,Player1
3,17,4,8,0,0,14,1,14,0,5,10,4,0,0,0,20,1,0,34,5,0,25,9,13,0,9,0,2,Player1
12,6,4,5,0,0,15,2,8,0,9,6,8,0,0,0,34,4,0,25,9,0,8,9,20,0,9,0,2,Player1
15,19,3,2,0,0,51,1,30,0,10,19,1,0,0,0,67,2,0,23,10,0,27,18,10,0,18,0,2,Player1
0,17,5,2,0,0,22,2,19,0,6,14,2,0,0,0,14,2,0,18,6,0,22,9,11,0,9,0,2,Player1
4,5,4,0,0,0,28,3,9,0,10,8,3,0,0,0,28,7,0,15,10,0,9,9,30,0,9,0,2,Player2
5,15,4,7,0,0,22,2,19,0,7,15,3,0,0,0,34,3,0,35,7,0,21,10,20,0,10,0,2,Player1
0,8,4,3,0,0,30,4,21,0,11,17,6,0,0,0,18,6,0,16,11,0,16,12,29,0,12,0,2,Player1
0,5,6,1,0,0,18,5,24,0,7,18,2,0,0,0,24,4,0,20,7,0,5,8,12,0,8,0,2,Player1
4,12,6,2,0,0,7,5,5,0,12,5,1,0,0,0,20,5,0,39,12,0,16,13,26,0,13,0,2,Player1
2,9,6,1,0,0,32,2,13,0,9,10,2,0,0,0,24,3,0,25,9,0,14,15,17,0,15,0,2,Player1
0,8,5,2,0,0,19,5,23,0,5,20,2,0,0,0,23,4,0,24,5,0,13,8,22,0,8,0,2,Player2
10,11,5,7,0,0,25,2,13,0,8,12,3,0,0,0,35,5,0,25,8,0,22,16,23,0,16,0,2,Player2
9,7,1,9,0,0,18,4,5,0,5,3,5,0,0,0,28,2,0,27,5,0,11,3,24,0,3,0,2,Player2
5,29,4,3,0,0,27,5,40,0,6,26,1,0,0,0,52,2,0,39,6,0,42,12,11,0,12,0,2,Player1
0,6,1,0,0,0,10,2,16,0,7,12,1,0,0,0,26,6,0,8,7,0,10,4,4,0,4,0,2,Player2
6,7,3,1,0,0,31,0,13,0,12,6,6,0,0,0,25,5,0,23,12,0,12,8,22,0,8,0,2,Player2
2,2,5,1,0,0,16,7,5,0,2,1,2,0,0,0,9,1,0,12,2,0,2,7,13,0,7,0,2,Player1
1,10,2,5,0,0,12,3,8,0,6,7,1,0,0,0,10,1,0,23,6,0,15,2,21,0,2,0,2,Player1
0,25,6,6,0,0,19,1,27,0,6,15,0,0,0,0,20,4,0,31,6,0,37,12,20,0,12,0,2,Player1
3,6,4,2,0,0,23,4,14,0,2,7,3,0,0,0,13,1,0,23,2,0,7,5,19,0,5,0,2,Player1
1,15,5,0,0,0,40,5,59,0,10,42,4,0,0,0,58,4,0,32,10,0,20,16,18,0,16,0,2,Player1
0,6,4,3,0,0,12,3,10,0,12,4,3,0,0,0,6,6,0,21,12,0,8,8,19,0,8,0,2,Player2
7,23,2,2,0,0,5,2,15,0,8,13,2,0,0,0,23,3,0,41,8,0,35,3,28,0,3,0,2,Player2
1,28,6,9,0,0,10,7,25,0,14,14,0,0,0,0,21,6,0,60,14,0,38,14,46,0,14,0,2,Player1
0,8,5,5,0,0,6,3,18,0,2,8,1,0,0,0,10,1,0,23,2,0,8,7,10,0,7,0,2,Player1
2,10,2,6,0,0,14,5,8,0,13,7,6,0,0,0,15,5,0,21,13,0,15,8,25,0,8,0,2,Player2
1,13,6,7,0,0,22,0,22,0,0,11,3,0,0,0,15,0,0,34,0,0,17,15,14,0,15,0,2,Player1
3,23,4,10,0,0,21,2,13,0,0,5,4,0,0,0,19,0,0,36,0,0,30,16,14,0,16,0,2,Player1
8,14,0,3,0,0,24,0,21,0,5,18,1,0,0,0,53,3,0,22,5,0,22,1,23,0,1,0,2,Player2
21,17,2,12,0,0,52,2,45,0,5,25,6,0,0,0,58,1,0,44,5,0,27,4,17,0,4,0,2,Player1
4,14,6,2,0,0,30,1,18,0,3,9,1,0,0,0,24,0,0,24,3,0,19,14,11,0,14,0,2,Player1
10,17,5,7,0,0,17,3,6,0,0,3,2,0,0,0,20,0,0,39,0,0,21,10,23,0,10,0,2,Player1
25,15,1,10,0,0,43,8,19,0,10,14,6,0,0,0,49,5,0,39,10,0,24,9,45,0,9,0,2,Player2
20,21,3,7,0,0,39,4,28,0,16,15,6,0,0,0,72,5,0,42,16,0,36,7,29,0,7,0,2,Player2
7,10,2,22,0,0,36,8,18,0,1,14,5,0,0,0,33,1,0,47,1,0,13,2,31,0,2,0,2,Player1
2,24,6,11,0,0,29,1,17,0,2,12,1,0,0,0,21,1,0,37,2,0,36,17,20,0,17,0,2,Player1
12,22,7,23,0,0,28,5,16,0,9,10,6,0,0,0,35,3,0,69,9,0,34,17,33,0,17,0,2,Player1
14,29,5,11,0,0,38,2,11,0,8,7,8,0,0,0,38,2,0,33,8,0,43,12,36,0,12,0,2,Player1
5,19,6,27,0,0,37,3,17,0,4,14,4,0,0,0,34,1,0,61,4,0,23,22,30,0,22,0,2,Player1
12,17,5,7,0,0,33,4,17,0,6,10,5,0,0,0,33,1,0,29,6,0,26,11,22,0,11,0,2,Player1
7,8,5,11,0,0,23,1,8,0,2,6,3,0,0,0,21,1,0,35,2,0,11,10,18,0,10,0,2,Player1
22,27,0,10,0,0,24,2,30,0,25,23,3,0,0,0,75,5,0,39,25,0,47,3,21,0,3,0,2,Player2
2,6,4,8,0,0,28,1,29,0,2,20,4,0,0,0,31,0,0,28,2,0,10,8,10,0,8,0,2,Player1
4,6,1,1,0,0,35,3,24,0,12,22,4,0,0,0,35,6,0,6,12,0,10,7,27,0,7,0,2,Player2
18,27,3,7,0,0,45,7,67,0,10,48,0,0,0,0,70,5,0,47,10,0,39,14,41,0,14,0,2,Player2
3,29,1,10,0,0,16,7,30,0,7,20,1,0,0,0,35,4,0,65,7,0,41,9,49,0,9,0,2,Player2
9,11,4,23,0,0,22,3,14,0,8,9,2,0,0,0,31,0,0,48,8,0,16,5,26,0,5,0,2,Player1
12,15,3,2,0,0,9,3,24,0,7,14,2,0,0,0,34,6,0,29,7,0,20,6,17,0,6,0,2,Player2
19,9,3,6,0,0,23,4,8,0,13,8,5,0,0,0,56,6,0,34,13,0,14,6,29,0,6,0,2,Player2
9,18,6,20,0,0,34,3,28,0,14,18,7,0,0,0,43,6,0,62,14,0,29,17,47,0,17,0,2,Player2
9,18,4,4,0,0,31,3,20,0,4,11,4,0,0,0,23,0,0,36,4,0,26,7,17,0,7,0,2,Player1
7,21,5,14,0,0,43,4,24,0,12,19,2,0,0,0,47,3,0,38,12,0,33,11,34,0,11,0,2,Player1
13,21,0,7,0,0,12,0,8,0,14,6,4,0,0,0,33,4,0,35,14,0,30,5,31,0,5,0,2,Player2
14,27,0,24,0,0,9,3,16,0,4,11,1,0,0,0,50,1,0,50,4,0,45,0,21,0,0,0,2,Player2
22,29,3,6,0,0,54,5,32,0,8,16,5,0,0,0,54,3,0,42,8,0,32,9,40,0,9,0,2,Player2
13,42,3,14,0,0,21,3,17,0,12,11,5,0,0,0,47,3,0,61,12,0,82,5,30,0,5,0,2,Player2
15,16,4,19,0,0,22,0,26,0,5,17,7,0,0,0,37,2,0,56,5,0,24,9,21,0,9,0,2,Player1
10,21,2,11,0,0,15,1,22,0,15,18,3,0,0,0,43,10,0,38,15,0,31,11,24,0,11,0,2,Player2
0,12,4,18,0,0,11,2,28,0,0,24,0,0,0,0,21,0,0,39,0,0,14,12,15,0,12,0,2,Player1
22,21,4,9,0,0,32,5,27,0,15,17,2,0,0,0,58,3,0,43,15,0,33,6,39,0,6,0,2,Player1
16,49,4,8,0,0,56,8,49,0,22,34,7,0,0,0,76,6,0,75,22,0,68,28,54,0,28,0,2,Player2
11,7,5,16,0,0,31,1,11,0,3,4,6,0,0,0,34,2,0,66,3,0,12,20,28,0,20,0,2,Player1
18,26,1,20,0,0,39,5,31,0,7,22,5,0,0,0,52,1,0,47,7,0,36,4,26,0,4,0,2,Player1
18,6,2,5,0,0,37,6,27,0,10,18,6,0,0,0,49,5,0,24,10,0,9,10,28,0,10,0,2,Player2
7,9,2,4,0,0,20,0,23,0,1,18,3,0,0,0,29,0,0,21,1,0,10,6,6,0,6,0,2,Player1
26,15,0,4,0,0,20,6,29,0,8,14,1,0,0,0,43,3,0,27,8,0,18,7,18,0,7,0,2,Player2
14,19,6,8,0,0,32,19,40,0,11,20,4,0,0,0,48,4,0,61,11,0,25,12,60,0,12,0,2,Player1
15,17,8,8,0,0,65,4,29,0,5,14,5,0,0,0,54,3,0,37,5,0,24,19,20,0,19,0,2,Player1
10,5,0,14,0,0,12,3,27,0,18,21,2,0,0,0,41,5,0,35,18,0,9,3,21,0,3,0,2,Player2
12,19,4,6,0,0,27,3,13,0,19,11,1,0,0,0,46,4,0,50,19,0,33,6,46,0,6,0,2,Player2
10,30,4,19,0,0,33,1,68,0,11,47,6,0,0,0,64,2,0,58,11,0,49,11,15,0,11,0,2,Player1
2,5,1,4,0,0,14,3,4,0,10,2,1,0,0,0,12,6,0,20,10,0,12,4,23,0,4,0,2,Player2
17,22,1,28,0,0,19,5,25,0,1,17,7,0,0,0,47,0,0,58,1,0,28,6,17,0,6,0,2,Player1
9,9,0,4,0,0,20,3,38,0,23,27,1,0,0,0,40,6,0,12,23,0,23,5,24,0,5,0,2,Player2
2,14,4,30,0,0,8,1,15,0,1,11,2,0,0,0,20,0,0,56,1,0,20,7,17,0,7,0,2,Player1
13,41,0,18,0,0,15,6,34,0,11,28,2,0,0,0,62,3,0,62,11,0,65,1,34,0,1,0,2,Player2
14,14,2,25,0,0,24,6,19,0,7,14,2,0,0,0,49,0,0,50,7,0,26,7,26,0,7,0,2,Player1
9,28,4,12,0,0,55,3,39,0,16,29,5,0,0,0,51,3,0,56,16,0,39,13,49,0,13,0,2,Player1
5,5,4,9,0,0,20,0,13,0,2,7,3,0,0,0,25,0,0,36,2,0,7,9,13,0,9,0,2,Player1
20,8,2,11,0,0,41,2,14,0,12,12,2,0,0,0,43,2,0,36,12,0,11,7,41,0,7,0,2,Player2
11,15,5,10,0,0,37,1,13,0,11,9,5,0,0,0,41,6,0,46,11,0,23,14,63,0,14,0,2,Player2
8,20,0,20,0,0,9,8,13,0,4,12,1,0,0,0,32,2,0,42,4,0,30,0,31,0,0,0,2,Player2
12,23,6,22,0,0,41,5,40,0,7,22,2,0,0,0,43,1,0,60,7,0,30,17,37,0,17,0,2,Player1
9,10,5,29,0,0,62,4,26,0,12,23,20,0,0,0,61,3,0,59,12,0,11,17,32,0,17,0,2,Player1
17,22,2,3,0,0,24,6,32,0,17,18,2,0,0,0,50,4,0,36,17,0,32,5,19,0,5,0,2,Player2
6,23,0,32,0,0,4,3,17,0,6,13,0,0,0,0,47,1,0,52,6,0,46,0,13,0,0,0,2,Player2
6,9,1,1,0,0,32,4,13,0,8,6,2,0,0,0,41,4,0,25,8,0,15,11,32,0,11,0,2,Player2
7,18,1,19,0,0,26,2,34,0,5,21,4,0,0,0,50,2,0,53,5,0,24,4,23,0,4,0,2,Player2
6,9,3,11,0,0,25,4,19,0,15,14,3,0,0,0,36,6,0,35,15,0,15,13,32,0,13,0,2,Player2
9,21,2,18,0,0,27,2,63,0,5,40,2,0,0,0,51,0,0,54,5,0,24,7,24,0,7,0,2,Player1
18,16,2,7,0,0,34,1,27,0,0,17,1,0,0,0,43,0,0,46,0,0,23,11,20,0,11,0,2,Player1
10,17,4,10,0,0,43,3,52,0,12,35,4,0,0,0,66,7,0,45,12,0,27,13,37,0,13,0,2,Player2
37,29,1,33,0,0,33,3,48,0,9,30,4,0,0,0,97,2,0,93,9,0,37,6,31,0,6,0,2,Player2
11,20,0,14,0,0,8,9,34,0,10,24,0,0,0,0,34,3,0,40,10,0,28,1,31,0,1,0,2,Player2
20,17,6,23,0,0,70,5,85,0,10,55,9,0,0,0,83,6,0,71,10,0,22,21,43,0,21,0,2,Player1
6,28,4,18,0,0,18,2,21,0,4,10,4,0,0,0,30,1,0,54,4,0,37,14,22,0,14,0,2,Player1
25,13,1,11,0,0,18,0,25,0,9,20,1,0,0,0,68,2,0,32,9,0,14,3,14,0,3,0,2,Player2
0,11,8,7,0,0,27,2,15,0,3,8,4,0,0,0,10,0,0,27,3,0,15,13,13,0,13,0,2,Player1
7,23,2,6,0,0,21,3,10,0,13,7,2,0,0,0,43,6,0,45,13,0,41,10,31,0,10,0,2,Player2
4,12,2,24,0,0,19,2,24,0,8,15,5,0,0,0,34,2,0,63,8,0,19,7,21,0,7,0,2,Player1
5,18,3,19,0,0,34,7,17,0,11,13,3,0,0,0,30,3,0,46,11,0,32,9,46,0,9,0,2,Player2
3,19,4,11,0,0,13,3,25,0,1,17,3,0,0,0,16,0,0,38,1,0,21,11,16,0,11,0,2,Player1
